image_id,numeric_label,final_label,image_area,tissue_area,cell_area,chromatin_area,cell_area_ratio_over_tissue,cell_area_ratio_over_image,chromatin_area_ratio_over_tissue,chromatin_area_ratio_over_cell,number_of_components,largest_component_area,largest_component_ratio,mean_component_area,std_component_area,component_density_over_cell,granularity_index,chromatin_skeleton_length,chromatin_skeleton_length_ratio_over_cell,total_perimeter,compactness,centroid_x,centroid_y,image_mean_rgb_r,image_std_rgb_r,image_mean_rgb_g,image_std_rgb_g,image_mean_rgb_b,image_std_rgb_b,image_mean_hsv_h,image_std_hsv_h,image_mean_hsv_s,image_std_hsv_s,image_mean_hsv_v,image_std_hsv_v,image_mean_lab_l,image_std_lab_l,image_mean_lab_a,image_std_lab_a,image_mean_lab_b,image_std_lab_b,cell_mean_rgb_r,cell_std_rgb_r,cell_mean_rgb_g,cell_std_rgb_g,cell_mean_rgb_b,cell_std_rgb_b,cell_mean_hsv_h,cell_std_hsv_h,cell_mean_hsv_s,cell_std_hsv_s,cell_mean_hsv_v,cell_std_hsv_v,cell_mean_lab_l,cell_std_lab_l,cell_mean_lab_a,cell_std_lab_a,cell_mean_lab_b,cell_std_lab_b,chromatin_mean_rgb_r,chromatin_std_rgb_r,chromatin_mean_rgb_g,chromatin_std_rgb_g,chromatin_mean_rgb_b,chromatin_std_rgb_b,chromatin_mean_hsv_h,chromatin_std_hsv_h,chromatin_mean_hsv_s,chromatin_std_hsv_s,chromatin_mean_hsv_v,chromatin_std_hsv_v,chromatin_mean_lab_l,chromatin_std_lab_l,chromatin_mean_lab_a,chromatin_std_lab_a,chromatin_mean_lab_b,chromatin_std_lab_b,cell_number_of_components,cell_largest_component_area,cell_largest_component_ratio,cell_mean_component_area,cell_std_component_area,cell_component_density,cell_granularity_index,cell_skeleton_length,cell_skeleton_length_ratio,cell_total_perimeter,cell_compactness,cell_centroid_x,cell_centroid_y,chromatin_number_of_components,chromatin_largest_component_area,chromatin_largest_component_ratio,chromatin_mean_component_area,chromatin_std_component_area,chromatin_component_density,chromatin_granularity_index,chromatin_skeleton_length_ratio,chromatin_total_perimeter,chromatin_compactness,chromatin_centroid_x,chromatin_centroid_y
1.png,0,NMF,16384,13867,5920,816,0.426912814595803,0.361328125,0.0588447393091512,0.1378378378378378,10,370,0.4534313725490196,81.5999984741211,102.6724853515625,0.0016891891891891,0.0122549019607843,108,0.0182432432432432,357.0,0.0804569547137842,64.15135135135135,64.54594594594595,0.6120533,0.23220253,0.45812166,0.2593271,0.7599667,0.15825288,0.76016104,0.07167248,0.44391948,0.23675285,0.76169753,0.16020449,55.550373,22.935268,31.432121,13.2424,-34.638035,16.463327,0.399974,0.16204335,0.2332717,0.1367584,0.62520236,0.14260672,0.7372716,0.025245363,0.657383,0.16175894,0.62522876,0.142666,35.147358,14.047789,39.91089,8.569919,-46.940414,9.777891,0.13583794,0.10005546,0.044708524,0.053793974,0.38405442,0.1636261,0.7061485,0.025148092,0.91163987,0.10333957,0.38405442,0.1636261,13.066495,8.554631,33.415344,14.729047,-43.73034,16.711458,7,2165,0.3657094594594595,845.7142944335938,686.4098510742188,0.000504795557799,0.0011824324324324,665,0.0479555779909136,1493.0355339059329,0.0333726952661408,107.79076212471132,42.776443418013855,10,370,0.4534313725490196,81.5999984741211,102.6724853515625,0.0016891891891891,0.0122549019607843,0.0182432432432432,357.0,0.0804569547137842,64.15135135135135,64.54594594594595
2.png,0,NMF,16384,13295,5290,1010,0.3978939450921399,0.3228759765625,0.0759684091763821,0.1909262759924385,6,466,0.4613861386138614,168.3333282470703,161.3997802734375,0.0011342155009451,0.0059405940594059,169,0.0319470699432892,426.0,0.0699378117244305,63.97424892703863,58.17811158798283,0.5876323,0.25576663,0.4420452,0.28921118,0.74610776,0.16740057,0.7580493,0.07719784,0.46555102,0.26413804,0.74737954,0.16913213,53.74298,25.481956,31.423132,14.277761,-35.537693,17.603048,0.34022412,0.14441766,0.17819774,0.10631513,0.5869605,0.12141633,0.7315792,0.020674115,0.7230213,0.14010079,0.5869605,0.12141633,29.778984,11.816152,41.681698,5.4922476,-49.91506,4.868571,0.13489671,0.07806474,0.038349044,0.042926222,0.40957087,0.09687918,0.70750046,0.017002104,0.92180055,0.08403706,0.40957087,0.09687918,13.067496,6.404583,37.573746,7.7240577,-48.83931,7.1232347,3,3239,0.6122873345935728,1763.3333740234375,1066.4034423828125,0.0002256487401278,0.0005671077504725,585,0.0440015043249341,1344.207106781187,0.0367902858097282,78.97560975609755,39.55819697437481,6,466,0.4613861386138614,168.3333282470703,161.3997802734375,0.0011342155009451,0.0059405940594059,0.0319470699432892,426.0,0.0699378117244305,63.97424892703863,58.17811158798283
3.png,0,NMF,16384,13426,6307,1564,0.4697601668404588,0.38494873046875,0.1164903917771488,0.2479784366576819,10,560,0.3580562659846547,156.39999389648438,175.7260284423828,0.0015855398763278,0.0063938618925831,279,0.0442365625495481,704.0,0.0396553049959197,64.91071428571429,63.65,0.612798,0.23302472,0.47402683,0.26979056,0.7690518,0.14898339,0.74952704,0.09366869,0.42991415,0.24400944,0.77083933,0.15111297,56.639156,23.460657,29.934145,14.030729,-34.38297,17.509602,0.42400596,0.1660591,0.25881422,0.1491081,0.6528897,0.12820017,0.7372862,0.025113985,0.63302994,0.16922621,0.65300715,0.12841456,37.69797,14.60898,39.812088,7.1643906,-47.216557,8.71457,0.23537418,0.12698148,0.09775212,0.07276911,0.5081342,0.12643512,0.7203728,0.026164588,0.8319402,0.11951915,0.5081342,0.12643512,21.240759,9.607285,41.43314,8.202636,-51.323795,8.189044,5,3102,0.4918344696369113,1261.4000244140625,931.3975219726562,0.0003724117384179,0.0007927699381639,529,0.0394011619246238,1129.0355339059329,0.0621752404959851,44.211154094132816,16.71050934880722,10,560,0.3580562659846547,156.39999389648438,175.7260284423828,0.0015855398763278,0.0063938618925831,0.0442365625495481,704.0,0.0396553049959197,64.91071428571429,63.65
4.png,1,AMF,16384,14101,5278,1034,0.3742996950570881,0.3221435546875,0.073328132756542,0.1959075407351269,5,419,0.4052224371373307,206.8000030517578,121.4518814086914,0.0009473285335354,0.0048355899419729,174,0.0329670329670329,449.0,0.0644521962452933,79.55131264916467,109.6801909307876,0.6131798,0.22891304,0.4703502,0.25387248,0.7685997,0.14533703,0.7526457,0.07829723,0.43174228,0.23656712,0.76991725,0.14709039,56.431847,22.414553,30.386906,12.631144,-34.617493,15.9817095,0.38329375,0.15766479,0.22108442,0.12319591,0.62657493,0.120928496,0.7329417,0.022852855,0.6750929,0.15761581,0.62657493,0.120928496,34.067364,12.91158,40.99379,5.2096806,-49.09899,5.559821,0.14006336,0.08686361,0.041390844,0.048767027,0.44073954,0.09081045,0.7058529,0.018558612,0.92078584,0.08935908,0.44073954,0.09081045,14.343775,6.6248546,40.149937,6.0990777,-52.007744,5.770981,6,1552,0.2940507768093975,879.6666870117188,357.70037841796875,0.0004255017374654,0.0011367942402425,586,0.0415573363591234,1397.414213562373,0.0339647902793215,20.85631443298969,95.82603092783503,5,419,0.4052224371373307,206.8000030517578,121.4518814086914,0.0009473285335354,0.0048355899419729,0.0329670329670329,449.0,0.0644521962452933,79.55131264916467,109.6801909307876
5.png,1,AMF,16384,13732,5161,1127,0.3758374599475677,0.31500244140625,0.082071074861637,0.2183685332299942,14,433,0.3842058562555457,80.5,124.48450469970705,0.002712652586708,0.0124223602484472,191,0.0370083317186591,529.0,0.0506083800528971,57.30715935334873,102.4133949191686,0.58649594,0.24395663,0.44672185,0.27994743,0.75403166,0.15334576,0.7503449,0.072661884,0.45950264,0.26244178,0.7550762,0.15476832,54.218365,24.370398,31.081865,14.265158,-36.0448,17.67516,0.36212847,0.1461261,0.20222431,0.12750483,0.61800385,0.11143358,0.7308353,0.018890396,0.69827914,0.15914266,0.61800563,0.111438885,32.406727,12.521499,41.71171,5.515426,-50.57183,6.2912436,0.18248874,0.090203986,0.053783435,0.052959237,0.48109588,0.07912061,0.71580946,0.01863905,0.9002194,0.09457642,0.48109588,0.07912061,17.232803,6.4953203,43.057407,4.426827,-53.932148,4.49072,4,2063,0.3997287347413292,1290.25,546.4509887695312,0.0002912904165452,0.0007750435962022,472,0.0343722691523448,1052.0,0.0586019737352604,94.67377605428987,25.468250121182745,14,433,0.3842058562555457,80.5,124.48450469970705,0.002712652586708,0.0124223602484472,0.0370083317186591,529.0,0.0506083800528971,57.30715935334873,102.4133949191686
6.png,0,NMF,16384,14621,6304,1292,0.4311606593256275,0.384765625,0.088366048833869,0.2049492385786802,16,339,0.2623839009287925,80.75,86.24347686767578,0.0025380710659898,0.0123839009287925,213,0.0337880710659898,636.0,0.0401382234527709,62.554572271386434,63.67551622418879,0.5490346,0.23992549,0.402689,0.2591926,0.7283014,0.1544293,0.74628794,0.07429496,0.49773484,0.24475372,0.72928464,0.15591833,50.28573,23.131063,33.09912,12.364466,-38.430325,15.751144,0.35725752,0.15897863,0.20188126,0.13171168,0.6070052,0.12042002,0.7302202,0.024712756,0.6967889,0.16118947,0.6070052,0.12042002,31.997358,13.348492,40.881676,5.9605813,-49.484413,6.150637,0.16823332,0.095692016,0.060045786,0.05586624,0.46306196,0.089825615,0.70989454,0.020871859,0.88639677,0.100748494,0.46306196,0.089825615,16.511124,7.144878,40.662693,5.249534,-52.113377,5.0540833,2,4989,0.7914022842639594,3152.0,1837.0,0.0001367895492784,0.0003172588832487,522,0.0357020723616715,1151.0,0.0597964527147248,68.68831429144117,89.6406093405492,16,339,0.2623839009287925,80.75,86.24347686767578,0.0025380710659898,0.0123839009287925,0.0337880710659898,636.0,0.0401382234527709,62.554572271386434,63.67551622418879
7.png,0,NMF,16384,14876,5875,2545,0.3949314331809626,0.35858154296875,0.1710809357354127,0.4331914893617021,12,1184,0.4652259332023575,212.0833282470703,348.154541015625,0.0020425531914893,0.0047151277013752,395,0.0672340425531914,1046.0,0.0292303679075565,70.7804054054054,70.05320945945945,0.5324242,0.2195779,0.36839968,0.24469365,0.71776015,0.14398952,0.7519385,0.05297567,0.5317808,0.23387907,0.7184553,0.14518549,47.82126,21.513422,35.81095,11.929671,-40.813816,14.700085,0.36134887,0.15755878,0.19682574,0.15284227,0.60997176,0.12049194,0.73255885,0.022112316,0.70905554,0.17818622,0.610008,0.12059608,32.044144,14.323749,41.634476,7.697553,-49.897877,7.664155,0.25007313,0.107286066,0.08463938,0.057800543,0.5234976,0.08864183,0.72752213,0.022948274,0.8511242,0.09678794,0.5234976,0.08864183,21.572565,7.4417553,44.765903,5.779676,-53.524136,4.401386,2,3236,0.5508085106382978,2937.5,298.5,0.0001344447432105,0.0003404255319148,491,0.0330061844581876,1075.207106781187,0.0638606717292485,35.18541409147095,66.25247218788628,12,1184,0.4652259332023575,212.0833282470703,348.154541015625,0.0020425531914893,0.0047151277013752,0.0672340425531914,1046.0,0.0292303679075565,70.7804054054054,70.05320945945945
8.png,1,AMF,16384,15179,5974,1859,0.393570063904078,0.3646240234375,0.1224718360893339,0.3111817877469032,18,438,0.235610543302851,103.27777862548828,128.6229705810547,0.0030130565785068,0.0096826250672404,283,0.0473719450954134,826.0,0.0342396375837545,97.73287671232876,71.36986301369863,0.5546828,0.21201335,0.3736415,0.23310693,0.71404344,0.14981067,0.75843805,0.05228161,0.52339244,0.22709483,0.7210636,0.14617285,48.914738,20.273048,35.927147,12.621084,-38.375164,13.687762,0.41654474,0.19382855,0.19186597,0.13899356,0.5950205,0.13025361,0.75640666,0.055229392,0.7142791,0.16620025,0.6123081,0.13121684,33.72011,13.848608,44.10663,10.367066,-44.664818,11.300023,0.26284745,0.16948135,0.06688833,0.055569794,0.46568435,0.106098495,0.7432327,0.06111034,0.8753522,0.098881364,0.48459813,0.10998491,20.628124,9.240454,43.24352,10.639213,-45.54088,13.006006,4,3251,0.5441914964847673,1493.5,1036.2216796875,0.0002635219711443,0.000669568128557,519,0.0341919757559786,1025.6213203435595,0.0713675851306244,30.134112580744382,87.07259304829283,18,438,0.235610543302851,103.27777862548828,128.6229705810547,0.0030130565785068,0.0096826250672404,0.0473719450954134,826.0,0.0342396375837545,97.73287671232876,71.36986301369863
9.png,0,NMF,16384,15717,3327,817,0.2116816186295094,0.20306396484375,0.051981930393841,0.2455665764953411,8,629,0.769889840881273,102.125,200.09898376464844,0.0024045686804929,0.0097919216646266,75,0.0225428313796212,253.0,0.1603950193243363,63.02225755166932,64.56279809220986,0.5370692,0.1859427,0.36238042,0.19345497,0.7196901,0.1235754,0.7506174,0.04290923,0.5276184,0.19010516,0.72005796,0.12392311,47.5954,17.50934,36.98897,9.124057,-41.439022,11.236982,0.34093383,0.14735822,0.16965744,0.11187046,0.58709115,0.11207909,0.73471224,0.023372294,0.7382292,0.15171996,0.58760893,0.11173028,29.52341,11.814362,43.010265,4.3529983,-50.43537,5.053614,0.13376543,0.070085995,0.024407482,0.03639917,0.43095055,0.0658673,0.71067744,0.014682025,0.9523534,0.069451556,0.43095055,0.0658673,13.166698,5.1282835,41.530106,3.2050483,-52.488533,3.4678516,3,2888,0.8680492936579501,1109.0,1258.240234375,0.0001908761213972,0.0009017132551848,290,0.0184513584017306,585.0,0.1221661627115873,56.24826869806094,86.9494459833795,8,629,0.769889840881273,102.125,200.09898376464844,0.0024045686804929,0.0097919216646266,0.0225428313796212,253.0,0.1603950193243363,63.02225755166932,64.56279809220986
10.png,0,NMF,16384,14660,5692,1611,0.3882673942701228,0.347412109375,0.1098908594815825,0.2830288123682361,19,527,0.3271260086902545,84.78947448730469,118.97525787353516,0.0033380182712579,0.0117939168218497,262,0.0460295151089248,759.0,0.0351416260208766,62.96015180265655,63.63567362428842,0.5564683,0.2307719,0.40712768,0.24949841,0.72676504,0.15401755,0.7500717,0.06602038,0.48798832,0.2341581,0.7298643,0.15243399,50.755707,22.2317,32.719032,12.0071535,-37.406933,15.038957,0.35651454,0.1755639,0.20990591,0.15595089,0.59547144,0.13384563,0.72902095,0.036459796,0.6859309,0.18132758,0.60176766,0.13107927,32.36541,15.069712,38.85189,7.9714923,-47.047462,9.693055,0.21013893,0.14923982,0.06926046,0.063003264,0.46248764,0.09540387,0.7229951,0.050591387,0.8706016,0.11240403,0.47584882,0.10033781,18.635403,8.846186,41.14199,7.703426,-48.465607,11.088918,6,1695,0.2977863668306394,948.6666870117188,440.777587890625,0.0004092769440654,0.0010541110330288,484,0.0330150068212824,1248.0,0.0459246214051022,14.0047197640118,42.630678466076695,19,527,0.3271260086902545,84.78947448730469,118.97525787353516,0.0033380182712579,0.0117939168218497,0.0460295151089248,759.0,0.0351416260208766,62.96015180265655,63.63567362428842
